OBJECTID,CONDO_BK,CONDO_PG,BK_PG,DOC_DATE,SQUARE,SUFFIX,REC_LOT,O_LOTS,TAX_LOT,MAT_SSL,MISC,REGIME,REGIME_ID
413,66,16,66/16,2008-03-27T00:00:00.000Z,3551,,0018,"0019,0020,0021",0800,3551    0800,Lot is covered by Tax Lot 800,3157,1804
943,61,49,61/49,2007-03-30T00:00:00.000Z,3020,,0037,,,3020    0037,,3129,1593
128,48,20,48/20,2003-10-30T00:00:00.000Z,2678,,0704,,,2678    0704,,1543,380
823,60,26,60/26,2006-09-30T00:00:00.000Z,2234,,0004,,,2234    0004,,1600,437
435,52,46,52/46,2005-03-09T00:00:00.000Z,2843,,0013,,,2843    0013,,1599,436
735,59,9,59/9,2006-06-22T00:00:00.000Z,0478,,0051,,,0478    0051,,2781,1355
537,53,8,53/8,2005-08-22T00:00:00.000Z,3638,,0086,,,3638    0086,,3085,1460
492,53,16,53/16,2005-05-27T00:00:00.000Z,2591,,0204,,,2591    0204,,1622,459
185,48,18,48/18,2004-05-18T00:00:00.000Z,3634,,0080,,,3634    0080,,3061,1437
674,57,10,57/10,2006-03-31T00:00:00.000Z,0303,,0045,,,0303    0045,,2751,1325
298,66,40,66/40,2008-03-11T00:00:00.000Z,0338,,0042,,,0338    0042,,2808,1512
482,53,10,53/10,2005-05-19T00:00:00.000Z,3638,,0007,,,3638    0007,,3082,1457
590,56,11,56/11,2005-12-08T00:00:00.000Z,0872,,0036,,,0872    0036,,2727,1301
179,49,25,49/25,2004-05-05T00:00:00.000Z,3114,,0045,,,3114    0045,,1565,402
400,69,9,69/9,2008-09-30T00:00:00.000Z,3953,,0026,,,3953    0026,,1966,2038
766,59,18,59/18,2006-08-17T00:00:00.000Z,2667,,0073,,,2667    0073,,1741,576
822,60,13,60/13,2006-09-30T00:00:00.000Z,3038,,0052,,,3038    0052,,1777,612
720,56,27,56/27,2006-06-02T00:00:00.000Z,2607,,0085,,,2607    0085,,1748,583
977,46,47,46/47,2003-01-13T00:00:00.000Z,0653,,0096,"0076,0077,0078,0079,0080,0081,0082,0083,0084,0085,0086,0087,0088,0089,0090,0091,0092,0093,0094,0095,0097,0098,0099,0100,0101,0102,0103,0104,0105,0106,0107,0108",,0653    0096,,2562,1136
793,60,18,60/18,2006-09-19T00:00:00.000Z,1069,,0103,,,1069    0103,,2802,1376
932,63,6,63/6,2007-03-26T00:00:00.000Z,2850,,0176,,,2850    0176,,1845,1665
852,61,35,61/35,2006-12-14T00:00:00.000Z,0514,,0095,,,0514    0095,,2810,1513
913,62,11,62/11,2007-03-08T00:00:00.000Z,3208,,0072,0073,,3208    0072,,3123,1588
967,57,35,57/35,2006-06-14T00:00:00.000Z,0477,,0031,,,0477    0031,,2868,1571
966,48,9,48/9,2003-09-30T00:00:00.000Z,0456,,0041,"7000,7004,7008,7009,7010",0882,0456    0882,"Part of Lot is covered by Tax Lot 0882 & Air Lots 7000, 7004, 7008 - 7010",3055,1431
151,48,48,48/48,2004-01-12T00:00:00.000Z,3109,,0024,,,3109    0024,,1551,388
472,52,44,52/44,2005-05-12T00:00:00.000Z,2868,,0051,,,2868    0051,,1629,466
454,52,24,52/24,2005-03-31T00:00:00.000Z,0180,,0087,,,0180    0087,,2178,797
308,66,35,66/35,2008-03-19T00:00:00.000Z,0514,,0087,,,0514    0087,,2900,1787
210,50,15,50/15,2004-08-12T00:00:00.000Z,1084,,0055,,,1084    0055,,2627,1201
17,51,27,51/27,2004-11-24T00:00:00.000Z,5344,,0003,,,5344    0003,,1614,451
524,52,2,52/2,2005-07-21T00:00:00.000Z,3091,,0044,,,3091    0044,,1643,480
911,61,45,61/45,2007-03-08T00:00:00.000Z,1090,,0067,,,1090    0067,,2831,1534
644,54,33,54/33,2006-03-01T00:00:00.000Z,5091,,0038,,,5091    0038,,3097,1472
714,58,23,58/23,2006-05-23T00:00:00.000Z,3367,,0080,,,3367    0080,,3107,1482
530,54,19,54/19,2005-08-01T00:00:00.000Z,0362,,0233,,,0362    0233,,2690,1264
143,48,38,48/38,2003-11-28T00:00:00.000Z,2858,,0022,,,2858    0022,,1547,384
602,55,4,55/4,2005-12-19T00:00:00.000Z,2900,,0005,,,2900    0005,,1683,520
92,47,30,47/30,2003-06-06T00:00:00.000Z,0894,,0046,,,0894    0046,,2574,1148
370,64,42,64/42,2008-07-25T00:00:00.000Z,2667,,0073,,,2667    0073,AMENDMENT,1741,576
332,67,35,67/35,2008-05-02T00:00:00.000Z,0509,,0147,,,0509    0147,,2916,1851
378,68,12,68/12,2008-09-15T00:00:00.000Z,2834,,0171,,,2834    0171,,1962,1888
389,69,5,69/5,2008-09-24T00:00:00.000Z,0337,,0040,,,0337    0040,,2934,1843
282,66,14,66/14,2008-02-06T00:00:00.000Z,0829,,0072,0073,,0829    0072,,2894,1781
505,53,49,53/49,2005-06-29T00:00:00.000Z,3102,,0053,,,3102    0053,,1632,469
724,57,49,57/49,2006-06-14T00:00:00.000Z,2971,,0070,,,2971    0070,,3101,1476
705,58,12,58/12,2006-05-17T00:00:00.000Z,0552,,0220,,,0552    0220,,2777,1351
438,52,9,52/9,2005-03-14T00:00:00.000Z,2848,,0047,,,2848    0047,,1601,438
722,58,13,58/13,2006-06-13T00:00:00.000Z,0482,,0073,,,0482    0073,,2771,1345
726,58,43,58/43,2006-06-14T00:00:00.000Z,5093,,0205,,,5093    0205,FIRST AMENDED,3104,1479
606,54,49,54/49,2005-12-19T00:00:00.000Z,4527,,0015,,,4527    0015,,2726,1300
212,50,25,50/25,2004-08-24T00:00:00.000Z,1059,,0091,,,1059    0091,,2625,1199
103,47,47,47/47,2003-08-01T00:00:00.000Z,0207,,0012,,,0207    0012,,2579,1153
629,55,43,55/43,2006-02-10T00:00:00.000Z,0152,,0140,,,0152    0140,,2738,1312
634,57,4,57/4,2006-02-15T00:00:00.000Z,0179,,0067,,,0179    0067,,2739,1313
594,55,26,55/26,2005-12-09T00:00:00.000Z,0281,,0052,,,0281    0052,,2740,1314
579,54,47,54/47,2005-11-22T00:00:00.000Z,3111,,0020,,,3111    0020,FIRST AMENDED,1669,506
486,52,26,52/26,2005-05-24T00:00:00.000Z,2662,,0033,,0873,2662    0873,,1624,461
119,48,13,48/13,2003-09-30T00:00:00.000Z,0312,,0022,,,0312    0022,,2584,1158
451,53,2,53/2,2005-03-31T00:00:00.000Z,2832,,0157,,,2832    0157,,1610,447
760,57,21,57/21,2006-08-09T00:00:00.000Z,2855,,0070,,0823,2855    0823,Part of Lot is covered by Tax Lot 0823,1767,602
621,56,37,56/37,2006-01-25T00:00:00.000Z,0193,,0152,,,0193    0152,,2708,1282
11,48,40,48/40,2003-11-28T00:00:00.000Z,0653,,0095,,,0653    0095,PHASE III,2562,1136
986,46,47,46/47,2003-01-13T00:00:00.000Z,0653,,0076,"0077,0078,0079,0080,0081,0082,0083,0084,0085,0086,0087,0088,0089,0090,0091,0092,0093,0094,0095,0096,0097,0098,0099,0100,0101,0102,0103,0104,0105,0106,0107,0108",,0653    0076,GEC,2562,1136
912,62,5,62/5,2007-03-08T00:00:00.000Z,5592,,0042,,,5592    0042,,1830,1680
73,47,11,47/11,2003-03-31T00:00:00.000Z,2532,,0049,,0813,2532    0813,,1514,351
891,60,28,60/28,2007-01-29T00:00:00.000Z,3118,,0124,,,3118    0124,,1812,1698
810,60,4,60/4,2006-09-29T00:00:00.000Z,3512,,0015,,,3512    0015,,1776,611
63,34,30,34/30,1985-08-30T00:00:00.000Z,2607,,0061,,,2607    0061,,1225,222
243,51,3,51/3,2004-09-30T00:00:00.000Z,0457,,0042,,0877,0457    0877,Part of Lot is covered by Tax Lot 0877 & Air Lot 7003,3067,1443
843,61,6,61/6,2006-12-04T00:00:00.000Z,3566,,0082,,,3566    0082,,1813,1697
375,68,21,68/21,2008-08-18T00:00:00.000Z,4027,,0039,,,4027    0039,,1968,2015
987,46,47,46/47,2003-01-13T00:00:00.000Z,0653,,0077,"0076,0078,0079,0080,0081,0082,0083,0084,0085,0086,0087,0088,0089,0090,0091,0092,0093,0094,0095,0096,0097,0098,0099,0100,0101,0102,0103,0104,0105,0106,0107,0108",,0653    0077,,2562,1136
99,47,31,47/31,2003-07-09T00:00:00.000Z,5346,,0002,,,5346    0002,,1524,361
737,58,47,58/47,2006-06-26T00:00:00.000Z,5181,,0063,,,5181    0063,,3106,1481
155,48,50,48/50,2004-01-29T00:00:00.000Z,0069,,0159,,,0069    0159,,1537,374
126,48,30,48/30,2003-10-27T00:00:00.000Z,3260,,0043,,,3260    0043,,3057,1433
523,53,48,53/48,2005-07-21T00:00:00.000Z,0810,,0077,,,0810    0077,,2697,1271
779,59,24,59/24,2006-08-25T00:00:00.000Z,5729,,0062,"0060,0061",,5729    0062,,1771,606
239,50,34,50/34,2004-09-21T00:00:00.000Z,2621,,0796,,,2621    0796,,1580,417
495,53,46,53/46,2005-06-10T00:00:00.000Z,0653,,0088,,,0653    0088,PHASE 5,2562,1136
848,61,12,61/12,2006-12-04T00:00:00.000Z,3566,,0076,,,3566    0076,,1818,1692
430,52,21,52/21,2005-03-02T00:00:00.000Z,2554,,0055,,,2554    0055,,1598,435
635,54,21,54/21,2006-02-17T00:00:00.000Z,2581,,0287,,,2581    0287,,1687,524
19,50,49,50/49,2004-11-29T00:00:00.000Z,0245,,0032,,,0245    0032,,2660,1234
757,58,49,58/49,2006-08-08T00:00:00.000Z,2574,,0034,,,2574    0034,,1742,577
755,58,35,58/35,2006-07-28T00:00:00.000Z,4547,,0058,,,4547    0058,,2784,1358
880,60,10,60/10,2007-01-11T00:00:00.000Z,1078,,0053,,,1078    0053,,2814,1517
436,51,48,51/48,2005-03-11T00:00:00.000Z,2551,,0007,,,2551    0007,,1604,441
677,57,18,57/18,2006-03-31T00:00:00.000Z,2866,,0086,,,2866    0086,,1715,552
97,44,47,44/47,2003-06-20T00:00:00.000Z,0315,,0025,0807,0806,0315    0806,Lot is covered by Tax Lots 0806 & 0807,2578,1152
748,59,12,59/12,2006-07-18T00:00:00.000Z,2660,,0234,,,2660    0234,,1739,574
70,47,13,47/13,2003-03-26T00:00:00.000Z,0555,,0146,,,0555    0146,,2566,1140
130,48,26,48/26,2003-11-17T00:00:00.000Z,0274,,0078,,,0274    0078,,2608,1182
304,66,17,66/17,2008-03-19T00:00:00.000Z,0552,,0221,,,0552    0221,,2901,1788
248,51,1,51/1,2004-10-22T00:00:00.000Z,2851,,0102,,,2851    0102,,1582,419
731,58,7,58/7,2006-06-22T00:00:00.000Z,0209,,0105,,0932,0209    0932,Part of Lot is covered by Tax Lot 0932,2794,1368
133,48,25,48/25,2003-11-17T00:00:00.000Z,0274,,0077,,,0274    0077,,2604,1178
369,68,6,68/6,2008-07-25T00:00:00.000Z,2848,,0044,,,2848    0044,,1943,1889
247,51,6,51/6,2004-09-30T00:00:00.000Z,0477,,0033,,,0477    0033,,2638,1212
800,60,1,60/1,2006-09-26T00:00:00.000Z,0193,,0035,,,0193    0035,,2796,1370
936,62,40,62/40,2007-03-29T00:00:00.000Z,0189,,0049,,,0189    0049,,2836,1539
668,57,36,57/36,2005-03-31T00:00:00.000Z,0273,,000P,,0804,0273    000P,Lot is covered by Tax Lot 0804,2709,1283
576,56,3,56/3,2005-11-22T00:00:00.000Z,2692,,0051,,,2692    0051,,1662,499
78,47,19,47/19,2003-04-16T00:00:00.000Z,2660,,0233,,0887,2660    0887,,1503,341
349,67,47,67/47,2008-06-19T00:00:00.000Z,2861,,0081,,,2861    0081,,1946,1993
242,51,2,51/2,2004-09-30T00:00:00.000Z,0457,,0042,7004,0878,0457    0878,Part of Lot is covered by Tax Lot 0878 & Air Lot 7004,3066,1442
785,58,33,58/33,2006-09-07T00:00:00.000Z,3634,,0081,,,3634    0081,,3116,1491
941,63,10,63/10,2007-03-29T00:00:00.000Z,3304,,0083,,,3304    0083,,3130,1594
889,61,30,61/30,2007-01-26T00:00:00.000Z,0362,,0241,,,0362    0241,,2849,1552
234,50,28,50/28,2004-09-22T00:00:00.000Z,0517,,0051,,,0517    0051,,3063,1439
873,60,47,60/47,2007-01-05T00:00:00.000Z,0178,,0090,,,0178    0090,,2816,1519
706,59,4,59/4,2006-05-17T00:00:00.000Z,3082,,0039,,,3082    0039,,1727,562
43,51,44,51/44,2005-01-18T00:00:00.000Z,2866,,0063,,0819,2866    0819,,1587,424
697,57,39,57/39,2006-05-09T00:00:00.000Z,3117,,0033,,,3117    0033,,1733,568
683,57,40,57/40,2006-03-31T00:00:00.000Z,5093,,0205,,,5093    0205,,3104,1479
269,64,3,64/3,2007-07-20T00:00:00.000Z,0235,,0204,,0830,0235    0830,Part of Lot is covered by Tax Lot 0830,2851,1554
51,46,37,46/37,2002-12-11T00:00:00.000Z,1215,,0075,,,1215    0075,,2564,1138
478,52,14,52/14,2005-05-19T00:00:00.000Z,0475,,0052,,,0475    0052,,2694,1268
221,50,19,50/19,2004-08-31T00:00:00.000Z,0245,,0030,,,0245    0030,,2637,1211
739,58,16,58/16,2006-07-03T00:00:00.000Z,2668,,0069,,,2668    0069,Part of Lot covered - FIRST AMENDED - 2047,1661,498
682,57,38,57/38,2006-03-31T00:00:00.000Z,0358,,0070,,,0358    0070,,2762,1336
855,60,44,60/44,2006-12-19T00:00:00.000Z,2828,,0110,,,2828    0110,,1800,1710
521,53,30,53/30,2005-07-21T00:00:00.000Z,6163,,0121,,,6163    0121,,1637,474
335,67,31,67/31,2008-05-13T00:00:00.000Z,2866,,0070,,,2866    0070,,1947,1994
938,63,1,63/1,2007-03-29T00:00:00.000Z,0206,,0232,,,0206    0232,AMENDED,2837,1540
121,48,29,48/29,2003-10-10T00:00:00.000Z,3559,,0027,,,3559    0027,,3058,1434
926,62,19,62/19,2007-03-21T00:00:00.000Z,3110,,0038,,,3110    0038,,1835,1675
882,60,40,60/40,2007-01-11T00:00:00.000Z,4027,,0037,,,4027    0037,,1791,1719
176,49,18,49/18,2004-03-31T00:00:00.000Z,2552,,0046,,,2552    0046,,1555,392
67,47,8,47/8,2003-03-07T00:00:00.000Z,2843,,0046,,,2843    0046,,1511,348
442,52,10,52/10,2005-03-24T00:00:00.000Z,0152,,0143,,,0152    0143,,2668,1242
418,68,42,68/42,2008-09-18T00:00:00.000Z,0209,,0100,"0919,0920",0921,0209    0921,Lot is covered by Tax Lots 0919 - 0921,2932,1841
878,61,38,61/38,2007-01-04T00:00:00.000Z,5423,,0007,,,5423    0007,,1793,1717
281,66,5,66/5,2008-02-06T00:00:00.000Z,5807,,0015,,,5807    0015,,1925,1754
525,54,6,54/6,2005-07-26T00:00:00.000Z,0025,,0021,,0807,0025    0807,Part of Lot is covered by Tax Lot 0807 AMENDED,1646,483
868,61,14,61/14,2006-12-29T00:00:00.000Z,2583,,0372,,,2583    0372,,1558,395
61,46,47,46/47,2003-01-13T00:00:00.000Z,0653,,0108,"0076,0077,0078,0079,0080,0081,0082,0083,0084,0085,0086,0087,0088,0089,0090,0091,0092,0093,0094,0095,0096,0097,0098,0099,0100,0101,0102,0103,0104,0105,0106,0107",,0653    0108,,2562,1136
648,57,11,57/11,2006-03-03T00:00:00.000Z,0369,,0069,,,0369    0069,,2763,1337
610,56,19,56/19,2005-12-28T00:00:00.000Z,2838,,0042,,,2838    0042,,1697,534
627,56,44,56/44,2006-01-31T00:00:00.000Z,0133,,0109,0110,0809,0133    0809,,2732,1306
48,46,32,46/32,2003-01-22T00:00:00.000Z,0331,,0016,,,0331    0016,,2558,1132
666,57,13,57/13,2006-03-31T00:00:00.000Z,2234,,0002,,,2234    0002,,1303,297
10,48,40,48/40,2003-11-28T00:00:00.000Z,0653,,0094,,,0653    0094,PHASE III,2562,1136
47,46,27,46/27,2002-11-18T00:00:00.000Z,0132,,0213,,,0132    0213,,2551,1125
402,69,12,69/12,2008-09-30T00:00:00.000Z,2666,,0227,,,2666    0227,,1980,1877
320,69,11,69/11,,0234,,0135,,,0234    0135,,2953,2029
74,47,17,47/17,2003-03-31T00:00:00.000Z,2563,,0105,,,2563    0105,,1513,350
24,51,8,51/8,2004-12-09T00:00:00.000Z,3106,,0090,,,3106    0090,,1588,425
656,55,32,55/32,2006-03-22T00:00:00.000Z,2839,,0046,0047,,2839    0046,,1706,543
278,65,42,65/42,2008-01-31T00:00:00.000Z,4560,,0162,,,4560    0162,,2897,1784
761,58,46,58/46,2006-08-16T00:00:00.000Z,1036,,0062,,,1036    0062,,2765,1339
424,49,17,49/17,2004-03-18T00:00:00.000Z,1038,,0139,,0851,1038    0851,,2605,1179
832,59,34,59/34,2006-11-16T00:00:00.000Z,3111,,0013,,,3111    0013,,1787,1723
77,46,49,46/49,2003-03-31T00:00:00.000Z,0368,,0161,,,0368    0161,,2569,1143
399,69,8,69/8,2008-09-30T00:00:00.000Z,3035,,0081,,,3035    0081,,1981,2002
544,54,42,54/42,2005-09-09T00:00:00.000Z,2860,,0087,,,2860    0087,,1640,477
536,53,41,53/41,2005-08-17T00:00:00.000Z,2865,,0017,,0829,2865    0829,,1641,478
427,51,35,51/35,2005-02-28T00:00:00.000Z,3107,,0065,,,3107    0065,,1595,432
254,51,12,51/12,2004-11-22T00:00:00.000Z,0456,,0004,,0880,0456    0880,Part of Lot is covered by Tax Lot 0880,3068,1444
315,67,6,67/6,2008-03-31T00:00:00.000Z,0309,,0054,,,0309    0054,,2904,1791
385,68,25,68/25,2008-09-17T00:00:00.000Z,1069,,0042,,,1069    0042,,2939,1863
762,59,46,59/46,2006-08-16T00:00:00.000Z,1029,,0202,,,1029    0202,,2790,1364
988,46,47,46/47,2003-01-13T00:00:00.000Z,0653,,0079,"0076,0077,0078,0080,0081,0082,0083,0084,0085,0086,0087,0088,0089,0090,0091,0092,0093,0094,0095,0096,0097,0098,0099,0100,0101,0102,0103,0104,0105,0106,0107,0108",,0653    0079,,2562,1136
93,47,32,47/32,2003-06-12T00:00:00.000Z,0178,,0093,,,0178    0093,,2576,1150
900,62,17,62/17,2007-02-21T00:00:00.000Z,1663,,0010,,0808,1663    0808,Part of Lot is covered by Tax Lot 0808,3127,1591
990,46,47,46/47,2003-01-13T00:00:00.000Z,0653,,0085,"0076,0077,0078,0079,0080,0081,0082,0083,0084,0086,0087,0088,0089,0090,0091,0092,0093,0094,0095,0096,0097,0098,0099,0100,0101,0102,0103,0104,0105,0106,0107,0108",,0653    0085,,2562,1136
496,53,26,53/26,2005-06-10T00:00:00.000Z,0151,,0180,,,0151    0180,,1034,32
340,65,43,65/43,2008-05-29T00:00:00.000Z,5594,,0034,,,5594    0034,,1952,2021
91,47,27,47/27,2003-06-05T00:00:00.000Z,2551,,0024,,,2551    0024,,1522,359
459,51,39,51/39,2005-03-31T00:00:00.000Z,5832,,0064,,,5832    0064,,1535,372
907,61,46,61/46,2007-03-06T00:00:00.000Z,3153,,0049,,,3153    0049,,3126,1590
449,52,18,52/18,2005-03-31T00:00:00.000Z,0555,,0127,,,0555    0127,,2670,1244
881,60,37,60/37,2007-01-11T00:00:00.000Z,6152,,0063,,,6152    0063,,1822,1688
252,50,46,50/46,2004-11-16T00:00:00.000Z,0513,,0079,,,0513    0079,,2647,1221
937,62,41,62/41,2007-03-29T00:00:00.000Z,3638,,0018,,,3638    0018,,3131,1595
642,56,20,56/20,2006-02-24T00:00:00.000Z,2611,,0286,,,2611    0286,,1696,533
560,55,17,55/17,2005-09-30T00:00:00.000Z,2849,,0060,0056,,2849    0060,,1659,496
894,62,10,62/10,2007-02-08T00:00:00.000Z,3130,,0058,,,3130    0058,,1827,1683
689,57,37,57/37,2006-03-31T00:00:00.000Z,0369,,0069,,,0369    0069,,2763,1337
277,66,28,66/28,2008-01-31T00:00:00.000Z,2068,,0091,,,2068    0091,,1510,347
599,55,2,55/2,2005-12-16T00:00:00.000Z,5983,,0042,,,5983    0042,,1678,515
390,69,3,69/3,2008-09-25T00:00:00.000Z,0037,,0056,,,0037    0056,,1959,1840
296,64,47,64/47,2008-03-11T00:00:00.000Z,2854,,0097,,,2854    0097,,1917,1747
651,56,10,56/10,2006-03-10T00:00:00.000Z,3101,,0090,,,3101    0090,,1699,536
795,59,20,59/20,2006-09-21T00:00:00.000Z,1046,,0080,,,1046    0080,,2799,1373
707,57,44,57/44,2006-05-18T00:00:00.000Z,4545,,0139,,,4545    0139,,2766,1340
763,60,2,60/2,2006-08-16T00:00:00.000Z,5844,,0012,0013,0824,5844    0824,Lot is covered by Tax Lot 0824,1750,585
575,56,4,56/4,2005-11-22T00:00:00.000Z,4545,,0145,,,4545    0145,,2731,1305
490,52,16,52/16,2005-05-19T00:00:00.000Z,0475,,0054,,,0475    0054,,2694,1268
877,61,13,61/13,2007-01-05T00:00:00.000Z,3953,,0022,,,3953    0022,,1790,1720
303,66,11,66/11,2008-03-19T00:00:00.000Z,3098,,0132,,,3098    0132,,1938,1767
899,61,48,61/48,2007-02-21T00:00:00.000Z,5925,,0052,,,5925    0052,,1821,1689
791,59,33,59/33,2006-09-19T00:00:00.000Z,3950,,0009,,,3950    0009,,1759,594
566,52,34,52/34,2005-09-30T00:00:00.000Z,4059,,0275,,,4059    0275,,1655,492
76,47,7,47/7,2003-03-31T00:00:00.000Z,0486,,0040,,0831,0486    0831,,3050,1426
297,66,24,66/24,2008-03-11T00:00:00.000Z,2814,,0048,,,2814    0048,,3160,1884
190,49,33,49/33,2004-05-24T00:00:00.000Z,2823,,0132,,,2823    0132,,1567,404
338,67,3,67/3,2008-05-29T00:00:00.000Z,5433,,0004,,,5433    0004,,1951,2020
60,46,46,46/46,2003-01-27T00:00:00.000Z,2848,,0049,,,2848    0049,,1508,345
54,46,40,46/40,2002-12-11T00:00:00.000Z,0207,,0123,,,0207    0123,,2553,1127
499,53,23,53/23,2005-06-10T00:00:00.000Z,0317,,0025,,0840,0317    0840,Part of Lot is covered by Tax Lot 0840,3086,1461
455,52,31,52/31,2005-03-31T00:00:00.000Z,3110,,0059,0058,,3110    0059,,1612,449
447,52,19,52/19,2005-03-28T00:00:00.000Z,2838,,0021,,,2838    0021,,1605,442
600,56,14,56/14,2005-12-16T00:00:00.000Z,3111,,0020,,,3111    0020,,1669,506
138,48,10,48/10,2003-11-19T00:00:00.000Z,0239,,0061,,,0239    0061,,2596,1170
745,58,21,58/21,2006-07-13T00:00:00.000Z,0453,,0028,,,0453    0028,,3110,1485
461,52,39,52/39,2005-03-31T00:00:00.000Z,0239,,0125,,,0239    0125,,2677,1251
896,61,50,61/50,2007-02-09T00:00:00.000Z,3050,,0160,,,3050    0160,,1825,1685
869,60,46,60/46,2006-12-29T00:00:00.000Z,2898,,0048,,,2898    0048,,1804,1706
813,59,43,59/43,2006-09-30T00:00:00.000Z,4050,,0017,,,4050    0017,,1775,610
305,66,41,66/41,2008-03-19T00:00:00.000Z,0235,,0156,,,0235    0156,,2899,1786
5,49,12,49/12,2004-02-11T00:00:00.000Z,0653,,0105,,,0653    0105,PHASE IV,2562,1136
321,67,9,67/9,2008-03-31T00:00:00.000Z,0514,,0057,,,0514    0057,,2905,1792
319,67,19,67/19,2008-03-31T00:00:00.000Z,2845,,0031,,,2845    0031,,1934,1763
476,52,42,52/42,2005-05-17T00:00:00.000Z,0734,,0079,,,0734    0079,,2696,1270
194,49,36,49/36,2004-06-30T00:00:00.000Z,5346,,0006,,,5346    0006,PHASE 5,1524,361
4,49,12,49/12,2004-02-11T00:00:00.000Z,0653,,0104,,,0653    0104,PHASE IV,2562,1136
860,61,37,61/37,2006-12-19T00:00:00.000Z,3087,,0006,,0808,3087    0808,Part of Lot is covered by Tax Lot 0808,1805,1705
117,47,44,47/44,2003-09-30T00:00:00.000Z,5346,,0003,,,5346    0003,,1524,361
31,51,19,51/19,2004-12-22T00:00:00.000Z,0279,,0051,,,0279    0051,,2650,1224
663,56,45,56/45,2006-03-29T00:00:00.000Z,3112,,0021,,,3112    0021,,1707,544
618,55,42,55/42,2006-01-12T00:00:00.000Z,2834,,0170,,,2834    0170,,1681,518
947,63,4,63/4,2007-03-30T00:00:00.000Z,0277,,0050,,,0277    0050,AMENDED on 5/15/07,2841,1544
292,66,27,66/27,2008-03-06T00:00:00.000Z,5351,,0090,,,5351    0090,,1929,1758
587,56,9,56/9,2005-12-02T00:00:00.000Z,3151,,0016,,,3151    0016,,3091,1466
75,47,2,47/2,2003-03-31T00:00:00.000Z,0279,,0002,,,0279    0002,,2568,1142
166,49,12,49/12,2004-02-11T00:00:00.000Z,0653,,0099,,,0653    0099,PHASE IV,2562,1136
197,49,37,49/37,2004-06-30T00:00:00.000Z,5087,,0065,,,5087    0065,,3060,1436
914,62,18,62/18,2007-03-08T00:00:00.000Z,0132,,0252,,,0132    0252,,2829,1532
692,57,23,57/23,2006-05-08T00:00:00.000Z,2865,,0032,,,2865    0032,,1731,566
857,61,130,61/130,2006-12-19T00:00:00.000Z,0241,,0130,,,0241    0130,,2817,1520
699,57,28,57/28,2006-05-17T00:00:00.000Z,0361,,0108,,,0361    0108,,2774,1348
141,48,35,48/35,2003-11-21T00:00:00.000Z,0985,,0075,,,0985    0075,,2613,1187
98,47,29,47/29,2003-06-20T00:00:00.000Z,3111,,0055,,,3111    0055,,1521,358
518,53,40,53/40,2005-07-18T00:00:00.000Z,1058,,0050,,,1058    0050,,2699,1273
569,54,23,54/23,2005-11-10T00:00:00.000Z,2834,,0082,,,2834    0082,,1663,500
983,46,47,46/47,2003-01-13T00:00:00.000Z,0653,,0095,"0076,0077,0078,0079,0080,0081,0082,0083,0084,0085,0086,0087,0088,0089,0090,0091,0092,0093,0094,0096,0097,0098,0099,0100,0101,0102,0103,0104,0105,0106,0107,0108",,0653    0095,,2562,1136
995,46,47,46/47,2003-01-13T00:00:00.000Z,0653,,0107,"0076,0077,0078,0079,0080,0081,0082,0083,0084,0085,0086,0087,0088,0089,0090,0091,0092,0093,0094,0095,0096,0097,0098,0099,0100,0101,0102,0103,0104,0105,0106,0108",,0653    0107,,2562,1136
929,62,15,62/15,2007-03-23T00:00:00.000Z,5915,,0011,,,5915    0011,,1838,1672
870,61,42,61/42,2006-12-29T00:00:00.000Z,4079,,0222,,,4079    0222,,1792,1718
586,55,35,55/35,2005-11-30T00:00:00.000Z,2865,,0113,,,2865    0113,,1666,503
157,49,6,49/6,2004-01-29T00:00:00.000Z,2845,,0027,,,2845    0027,,1545,382
756,58,44,58/44,2006-07-28T00:00:00.000Z,0247,,0102,,,0247    0102,,3113,1488
811,60,35,60/35,2006-09-29T00:00:00.000Z,2670,,0086,,,2670    0086,,1773,608
83,47,12,47/12,2003-05-06T00:00:00.000Z,0476,,0012,,,0476    0012,,2575,1149
769,58,50,58/50,2006-08-23T00:00:00.000Z,3509,S,0056,,,3509S   0056,,1755,590
657,57,32,57/32,2006-03-22T00:00:00.000Z,3509,,0066,,,3509    0066,,1701,538
323,67,9,67/9,2008-03-31T00:00:00.000Z,0514,,0057,,,0514    0057,,2905,1792
124,48,5,48/5,2003-09-30T00:00:00.000Z,0843,,0033,,,0843    0033,,2585,1159
36,51,25,51/25,2005-01-06T00:00:00.000Z,0236,,0068,,,0236    0068,,2676,1250
360,68,23,68/23,2008-07-16T00:00:00.000Z,2595,,1054,,,2595    1054,,1956,1874
849,61,22,61/22,2006-12-04T00:00:00.000Z,0857,,0044,,,0857    0044,,2822,1525
102,47,34,47/34,2003-07-31T00:00:00.000Z,2849,,0031,,,2849    0031,,1530,367
788,59,29,59/29,2006-09-11T00:00:00.000Z,3101,,0117,,,3101    0117,,1760,595
406,66,45,66/45,2008-09-30T00:00:00.000Z,0456,,0040,"7015,7016,7017,7018,7019,7020,7021",0883,0456    0883,Part of Lot is covered by Tax Lot 0883 & Air Lots 7015 - 7021,1960,1847
28,51,28,51/28,2004-12-16T00:00:00.000Z,0209,,0098,,,0209    0098,,2675,1249
